42161-863-0x4a960782a3b8681844dfecd31dee6fcbbb06028493240b524e8fa1dab18b2b64,0.0158
42161-863-0x2fd12cb88cba8d832aaca4cfb55962a2adc78491132d388586b3f58afb1264e3,0.0164
42161-863-0x4223c86fdf4a454546dcde3dc8a2c96f7a5218e0ba1fb0c1a3393887a4b88391,0.0147
42161-863-0x20dfd9a36a5713f967bbb578fc16de3a4fd97195c929ae5819929642de17d09b,0.0189
42161-863-0x5dc6ba820b4b333439d4bb4bebec2d55ceb6edc7f422cc22325184d3ee2c1a46,0.0151
42161-863-0xb53b487d661f2efa3ddc77ce0f287d6b5e62b1e24aafda7fe8605d5fbc00e84b,0.0179
42161-863-0x1249835eaab22b2d2fd7f34556a20cae9cfd902f56c54789730081e6996ed012,0.0143
42161-863-0x4e3274ad612859bee5b459a1bae8ec04f25c5d85df8eb430923bbd391f36e313,0.0160
42161-863-0x3cc8662636a42846fa8f2c73b7c5dcca7c51610cd36aaa18b56fddc7d1d9a5f9,0.0153
42161-863-0x04cfd34e562c238934ab8aaad2aa2b649b57a4897ff1fa4da1ea1af9455173d9,0.0199
42161-863-0xa7aa25151d839694c2fa6150ae5b65faf3bb66c1da14149916a9bb8a43c6e4b5,0.0168
42161-863-0x370f4bde94273ecff1215d723021ff5374c4ca4b92ceadbaf21166d4163ee732,0.0172
42161-863-0x2175520421f3304bd3ffe4ba97f6d8c61de9210dc6da0b596c243119874ad791,0.0137
42161-863-0x7bd8f08d99d1dfbd44e49fc8d3adbaba5f3d6d1d94ba5ad0ff3b2ec951b5c9a1,0.0145
42161-863-0xcd87bca91e6e004a7dcb8ce25ff8173a3b744f7d795112b3d25f42ce50c0aa03,0.0141
42161-863-0x5f61bac522130fcc98305a95ab4379445f2f13c27632b67c3fe437835f2740f3,0.0185
42161-863-0x7188748a141f5d82a01c699bcc1ea8e005c4712844a4abf43e4b12368ac3721c,0.0149
42161-863-0xfea413dfe93e444462785e29ac6d024133219ed459163edede986adb84ed2711,0.0156
42161-863-0x2b9be3c545fd71f47c0bc1c17c04baeb8f3d4c350b777b1aeff5a093216e47a3,0.0139
42161-863-0x4c8d716d67653b5aa14300221f05e19c96cde76fcf628fbf6fb92bb014839e64,0.0135
42161-863-0x2599d2f2c4c9ffc25fa8d11bcd14a8a9de37b072911ffd7cf3ce515e479375f2,0.0132
42161-863-0x5876a29572047b39be601fcd3d6ae177504d5a19fd5601c8d23b6cc3560501cb,0.0137
42161-863-0x5ab014eb31f6c66475d6f20be8a1855eea5d95b7699e1012c3d3dc4a92a58954,0.0126
42161-863-0xb41886ba1efb90342778b99e54257c26a58a723ac6820b1578a359824452044f,0.0166
42161-863-0x064a5bb8450ea5cbd1615369bfaa4cfd62159f9cf9c087c5d23bb6d2a9ac0354,0.0162
42161-863-0xa7b8948d5c8b8d2cd502cd9c8638dda011ecfbfc10abe0df58a504e4802f5d6d,0.0193
42161-863-0x9dd138d22b68c074ec450b2560a00d89887058e886e433bb527fa6fce3f9b352,0.0130
42161-863-0xbe25f387e9a599ccf2cb0525a5e69be8704ac8e610fe7b26f32023c390fcc5c4,0.0128
42161-863-0x05a5d1739241a3665c57ff73c8222fcf4dcec7f4fdf02877b237bc42150152b0,0.0126
42161-863-0xe81bec1db1a71473aaa482d44f142bdfc6717e36db537372040c8db414e90e78,0.0170
42161-863-0x5103b62b44ea110b8f907fa57c2684a8a03962da5414f18dd63f680f861c57cb,0.0145
42161-863-0xf42c345d1a3ae64d5953ebf95fe1f294509df92cd4be45675db90febb70ad8f2,0.0175
42161-863-0x38ce30d5d7ee704ec6d1530711cce12a295d5608642f4640dd8d0c072d11a3fa,0.0177
42161-863-0x6daf251d0d575422d5f222052060b59acf2bad92148e1261ad1dbfcc474ab06c,0.0122
42161-863-0x0685571a364d43f0c52de722141375d8d38e95c5354c564ac7f673d54e884f9a,0.0181
42161-863-0x15efcb2d16f0f0233f51f59cffb576fa301cf5db6be97b890297196b13995f0b,0.0196
42161-863-0x51e6a19e11caa5b107e61215a94d646a1d6209e0ecb4b9c4507e568040401142,0.0183
42220-35-0x90c71978c9240bd6abc88730bdc865578b17295e933af7ed8fda6ae1416ed812,0.0147
42220-35-0x52b8063f9071477d3fad78a8fe1b1b2b30c07673d0190d0745f029ce3c8bdc1a,0.0151
42220-35-0x30f6d58c3ceb42c8d1733a82881ec748795c18057927411e07cf25c4ab8ae9b0,0.0168
42220-35-0x3236e24c5fc77d1fd620fb39ccb1aa3694dd0a5fa3559f8f9470371ca03db1d2,0.0185
42220-35-0x3617ab75176a62943a4e2a8f579dcf04406b30bded006837fc2babdb785538e4,0.0179
42220-35-0xd0406d1ba15a5b3025f3fb67b2559452801b1d1b0aa40747e4372e96b9db6868,0.0181
42220-35-0x02e06e1c7461120c0292a556bdd5d745e6efe27407d5d7a47ea06081cab6015d,0.0187
42220-35-0x9a9bf18e75f74712afef59bb5acf4d042dc099b9b68145a2e1c4f77ae7660701,0.0158
42220-35-0x15c5e4db5530e05216abc9484025e2f1c4fb55b8525d29ef38fde237e767e324,0.0189
42220-35-0x8b2bc76c12a7558ad45cb6f594739ecf1147fa5f56f07d7bda177d7a3ac3bfa1,0.0164
42220-35-0xa2df7f2de3689a2403dae626dd825afd7082cc3a0e4f22537a0171f24a403566,0.0172
42220-35-0xa2eee543241bf4b471ef9f465e9bf68ccf538da218be2ea1413919cbe242fdd1,0.0160
42220-35-0x7a4a7a84be7921800b40670d1ca567e7b4a68b29eaedaca8c6c944c637dbbdb8,0.0156
42220-35-0x61963f0a29a6777b0e0aa88898ec93a7c990aea972ca1efb6dc960d3f8cae7d7,0.0153
42220-35-0x6e7dc5411f46e86739b47170a28d6629716c47dfe4f33cb6b7eb1a2a07ce0b29,0.0183
42220-35-0x5b51aef0bba17870d95c3194f5a3b662961dfe8d647a054fd027c331b7000d49,0.0149
42220-35-0x9b84d0288124e2df53b770de5f1b9ac98582d8e7508c9e3793c9651192a9d994,0.0177
42220-35-0x70f1e6ccfd86ad8d584f0ea2f88da3ee24d336d0b55572ef4efef40d0fec4e41,0.0191
42220-35-0xf86d2dfd8eea6b46de47deea4e2df44ef54855a29b949bc9185de352d1c8c0f0,0.0162
42220-35-0x99b35eea2ca14ad7e94e86d8a877a49921fd8b0bc30acda8b45fa58c3ffeb212,0.0187
42220-35-0x5e584b14b7e3ebc4f0f67a42a2f140b9d75103e9b0d6225e76077084277b3b83,0.0175
42220-35-0xddbf7e3d83f6058265ad87742473a43c152022e50eff663195c9249e30f353f5,0.0170
42220-35-0xdb9acf295d07e3763e72e5779b874f10ca8aa2c12408ef4ee5263dc271c9a862,0.0193
42220-35-0x4cc4bb584117785c6a1baea2e5e33ce34e65a2b46346567ef3eadfb2b17e518d,0.0198
42220-35-0x6717da71311b0c51faaecaf5f803dcd2b22c78d8b62fe0d605897f7baf7a3800,0.0166
42220-35-0x86091a78efc693a898965af8e7bb734618325a93fd0ff20e4bce0ad6e537d454,0.0147
42220-35-0xc5ac09d223280b3c8fa091947ddad8a2635ae47b219a3ee44c758af8dfc29174,0.0143
42220-35-0xc4ee230a86b6f03acf97da5eb93f210b2e4018725875678b121f234c83054871,0.0158
